name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	auto prefix	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	worldevent
Sturdy Bidding	0	100	1	1	1			4	1	0	1	2000		ab2	346	rld	ab2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	snb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Burly Bidding	0	100	1	1	1			4	1	0	1	2000		ab3	347	rld	ab3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	snb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Agile Bidding	0	100	1	1	1			4	1	0	1	2000		bb1	348	rld	bb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dxb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Nimble Bidding	0	100	1	1	1			4	1	0	1	2000		bb2	349	rld	bb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dxb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Dexterous Bidding	0	100	1	1	1			4	1	0	1	2000		bb3	350	rld	bb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dxb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Vital Bidding	0	100	1	1	1			4	1	0	1	2000		cb1	351	rld	cb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	vib1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Vibrous Bidding	0	100	1	1	1			4	1	0	1	2000		cb2	352	rld	cb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	vib2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Enduring Bidding	0	100	1	1	1			4	1	0	1	2000		cb3	353	rld	cb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	vib3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Energetic Bidding	0	100	1	1	1			4	1	0	1	2000		db1	354	rld	db1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	enb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Bright Bidding	0	100	1	1	1			4	1	0	1	2000		db2	355	rld	db2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	enb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Spirited Bidding	0	100	1	1	1			4	1	0	1	2000		db3	356	rld	db3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	enb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lively Bidding	0	100	1	1	1			4	1	0	1	2000		eb1	357	rld	eb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	lib1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Splendid Bidding	0	100	1	1	1			4	1	0	1	2000		eb2	358	rld	eb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	lib2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Vibrant Bidding	0	100	1	1	1			4	1	0	1	2000		eb3	359	rld	eb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	lib3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Dashing Bidding	0	100	1	1	1			4	1	0	1	2000		fb1	360	rld	fb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	mab1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Passionate Bidding	0	100	1	1	1			4	1	0	1	2000		fb2	361	rld	fb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	mab2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Vidid Bidding	0	100	1	1	1			4	1	0	1	2000		fb3	362	rld	fb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	mab3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lucky Bidding	0	100	1	1	1			4	1	0	1	2000		gb1	363	rld	gb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	mfb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Fortunate Bidding	0	100	1	1	1			4	1	0	1	2000		gb2	364	rld	gb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	mfb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Blessed BIdding	0	100	1	1	1			4	1	0	1	2000		gb3	365	rld	gb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	mfb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greedy Bidding	0	100	1	1	1			4	1	0	1	2000		hb1	366	rld	hb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	gob1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gluttenous Bidding	0	100	1	1	1			4	1	0	1	2000		hb2	367	rld	hb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	gob2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Insatiable Bidding	0	100	1	1	1			4	1	0	1	2000		hb3	368	rld	hb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	gob3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Accurate Bidding	0	100	1	1	1			4	1	0	1	2000		ib1	369	rld	ib1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	arb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Precise B|dding	0	100	1	1	1			4	1	0	1	2000		ib2	370	rld	ib2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	arb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Exact Bidding	0	100	1	1	1			4	1	0	1	2000		ib3	371	rld	ib3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	arb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Powerful Bidding	0	100	1	1	1			4	1	0	1	2000		jb1	372	rld	jb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dmb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Harmful Bidding	0	100	1	1	1			4	1	0	1	2000		jb2	373	rld	jb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dmb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Forceful Bidding	0	100	1	1	1			4	1	0	1	2000		jb3	374	rld	jb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dmb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Dodgy Bidding	0	100	1	1	1			4	1	0	1	2000		kb1	375	rld	kb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	hrb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Avoiding Bidding	0	100	1	1	1			4	1	0	1	2000		kb2	376	rld	kb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	hrb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Evading Bidding	0	100	1	1	1			4	1	0	1	2000		kb3	377	rld	kb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	hrb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Defending Bidding	0	100	1	1	1			4	1	0	1	2000		lb1	378	rld	lb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	acb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Guarding Bidding	0	100	1	1	1			4	1	0	1	2000		lb2	379	rld	lb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	acb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Shielding Bidding	0	100	1	1	1			4	1	0	1	2000		lb3	380	rld	lb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	acb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Insulating Bidding	0	100	1	1	1			4	1	0	1	2000		mb1	381	rld	mb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rfb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Enclosed Bidding	0	100	1	1	1			4	1	0	1	2000		mb2	382	rld	mb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rfb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Heatproof Bidding	0	100	1	1	1			4	1	0	1	2000		mb3	383	rld	mb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rfb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chunky Bidding	0	100	1	1	1			4	1	0	1	2000		nb1	384	rld	nb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rcb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Bidding	0	100	1	1	1			4	1	0	1	2000		nb2	385	rld	nb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rcb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Diamond Bidding	0	100	1	1	1			4	1	0	1	2000		nb3	386	rld	nb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rcb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Grounded Bidding	0	100	1	1	1			4	1	0	1	2000		zb1	387	rld	zb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rlb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Conductive Bidding	0	100	1	1	1			4	1	0	1	2000		zb2	388	rld	zb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rlb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Arrested Bidding	0	100	1	1	1			4	1	0	1	2000		zb3	389	rld	zb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rlb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Neutralizing Bidding	0	100	1	1	1			4	1	0	1	2000		pb1	390	rld	pb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rpb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Antitoxic Bidding	0	100	1	1	1			4	1	0	1	2000		pb2	391	rld	pb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rpb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Remedying Bidding	0	100	1	1	1			4	1	0	1	2000		pb3	392	rld	pb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rpb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scintillating Bidding	0	100	1	1	1			4	1	0	1	2000		qb1	393	rld	qb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rab1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Prismatic Bidding	0	100	1	1	1			4	1	0	1	2000		qb2	394	rld	qb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rab2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chromatic Bidding	0	100	1	1	1			4	1	0	1	2000		qb3	395	rld	qb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rab3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Quick Bidding	0	100	1	1	1			4	1	0	1	2000		rb1	396	rld	rb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rwb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Swift Bidding	0	100	1	1	1			4	1	0	1	2000		rb2	397	rld	rb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rwb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Speedy Bidding	0	100	1	1	1			4	1	0	1	2000		rb3	398	rld	rb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	rwb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Warm Bidding	0	100	1	1	1			4	1	0	1	2000		sb1	399	rld	sb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dfb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Hot Bidding	0	100	1	1	1			4	1	0	1	2000		sb2	400	rld	sb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dfb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scalding Bidding	0	100	1	1	1			4	1	0	1	2000		sb3	401	rld	sb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dfb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cold Bidding	0	100	1	1	1			4	1	0	1	2000		tb1	402	rld	tb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dcb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Icy Bidding	0	100	1	1	1			4	1	0	1	2000		tb2	403	rld	tb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dcb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Freezing Bidding	0	100	1	1	1			4	1	0	1	2000		tb3	404	rld	tb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dcb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Noisy Bidding	0	100	1	1	1			4	1	0	1	2000		ub1	405	rld	ub1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dlb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Eerie Bidding	0	100	1	1	1			4	1	0	1	2000		ub2	406	rld	ub2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dlb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Electrical Bidding	0	100	1	1	1			4	1	0	1	2000		ub3	407	rld	ub3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dlb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Uneasy Bidding	0	100	1	1	1			4	1	0	1	2000		vb1	408	rld	vb1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dpb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sick Bidding	0	100	1	1	1			4	1	0	1	2000		vb2	409	rld	vb2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dpb2		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Nauseating Bidding	0	100	1	1	1			4	1	0	1	2000		vb3	410	rld	vb3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dpb3		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Skillful Bidding	0	100	1	1	1			4	1	0	1	2000		aa0	411	rld	aa0	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	skbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidSkillDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Javelin Bidding	0	100	1	1	1			4	1	0	1	2000		aa1	412	rld	aa1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	nsbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Bow Bidding	0	100	1	1	1			4	1	0	1	2000		aa2	413	rld	aa2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	nbbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
